[4/17/23 12:57AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 12:58AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 12:59AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:00AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:00AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:01AM] PROGRESSION_ZONES|3037,10280,0|Said: Yoo 	
[4/17/23 01:01AM] (CC) Help. Said: Yooo 	
[4/17/23 01:02AM] (CC) Help. Said: Hey ruthie :) 	
[4/17/23 01:02AM] (CC) Help. Said: K doin it now	
[4/17/23 01:04AM] VBOSS|2980,2771,0|Said: There we go :) 	
[4/17/23 01:11AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/17/23 01:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:30AM] Picked up gr.Item Coin, amount: 200	
[4/17/23 01:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:31AM] Picked up gr.Item Coin, amount: 200	
[4/17/23 01:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:31AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:31AM] Picked up gr.Item Coin, amount: 200	
[4/17/23 01:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:32AM] Picked up gr.Item Coin, amount: 200	
[4/17/23 01:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:32AM] Picked up gr.Item Coin, amount: 200	
[4/17/23 01:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:33AM] Picked up gr.Item Coin, amount: 200	
[4/17/23 01:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:33AM] Picked up gr.Item Coin, amount: 200	
[4/17/23 01:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:34AM] Picked up gr.Item Coin, amount: 200	
[4/17/23 01:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:34AM] Picked up gr.Item Coin, amount: 200	
[4/17/23 01:34AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:35AM] Picked up gr.Item Coin, amount: 200	
[4/17/23 01:35AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:35AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:36AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:40AM] Picked up gr.Item Coin, amount: 1542330	
[4/17/23 01:40AM] Picked up gr.Item Lava bones, amount: 25	
[4/17/23 01:43AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:44AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:44AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:44AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:44AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:44AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:44AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:45AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:45AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:45AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:45AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:45AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:46AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:46AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:46AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:46AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:46AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:47AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:47AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:47AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:47AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:48AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:48AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:48AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:48AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:48AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:48AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:48AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:48AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:49AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:49AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:49AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:49AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:49AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:49AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:49AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:49AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:51AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 01:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:52AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:52AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:52AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:52AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:52AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:53AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:53AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:53AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:53AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:53AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:54AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:54AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:54AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:55AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:55AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:55AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:55AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:55AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:55AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:55AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:56AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:56AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:56AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:56AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:57AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:57AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:57AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:57AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:58AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:58AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:58AM] Player dropping item: Fury shark, amount: 1	
[4/17/23 01:58AM] Picked up gr.Item Fury shark, amount: 1	
[4/17/23 01:58AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:58AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:58AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 01:59AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 01:59AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:59AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:59AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:59AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:59AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:59AM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/17/23 01:59AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:00AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 02:00AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:00AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 02:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:00AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:00AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 02:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:01AM] Picked up gr.Item Coin, amount: 400	
[4/17/23 02:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:01AM] PROGRESSION_ZONES|3037,10265,12|Said: :refer	
[4/17/23 02:02AM] Player dropping item: Fury shark, amount: 1	
[4/17/23 02:02AM] Player dropping item: Fury shark, amount: 1	
[4/17/23 02:02AM] Player dropping item: Fury shark, amount: 1	
[4/17/23 02:02AM] Player dropping item: Fury shark, amount: 1	
[4/17/23 02:02AM] Player dropping item: Fury shark, amount: 1	
[4/17/23 02:02AM] Player dropping item: Fury shark, amount: 1	
[4/17/23 02:02AM] Player dropping item: Fury shark, amount: 1	
[4/17/23 02:02AM] Picked up gr.Item DR Potion (Godly), amount: 1	
[4/17/23 02:02AM] Picked up gr.Item EXP Potion (Divine), amount: 1	
[4/17/23 02:02AM] Picked up gr.Item DMG Potion (Mortal), amount: 1	
[4/17/23 02:02AM] Picked up gr.Item Imperial Box, amount: 2	
[4/17/23 02:02AM] Picked up gr.Item Double Damage Scroll 30 Minutes, amount: 1	
[4/17/23 02:02AM] Picked up gr.Item Progressive Box [T1], amount: 1	
[4/17/23 02:02AM] Picked up gr.Item PvM Casket, amount: 5	
[4/17/23 02:02AM] Player dropping item: Fury shark, amount: 1	
[4/17/23 02:02AM] Player dropping item: Fury shark, amount: 1	
[4/17/23 02:02AM] Player dropping item: Fury shark, amount: 1	
[4/17/23 02:02AM] Picked up gr.Item Antique lamp, amount: 3	
[4/17/23 02:02AM] Picked up gr.Item Fury shark, amount: 1	
[4/17/23 02:02AM] Picked up gr.Item Fury shark, amount: 1	
[4/17/23 02:10AM] Picked up gr.Item Coin, amount: 2060332	
[4/17/23 02:10AM] Picked up gr.Item Lava bones, amount: 50	
[4/17/23 02:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:14AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:14AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:14AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:14AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:14AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:14AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:14AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:15AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:15AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:15AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:15AM] Picked up gr.Item Blurite Cape, amount: 1	
[4/17/23 02:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:16AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:16AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:16AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:16AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:16AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:17AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:18AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:18AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:18AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:18AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:19AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:19AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:19AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:19AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:20AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:20AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:20AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:20AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:21AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:21AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:22AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:22AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:22AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:23AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:26AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:26AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:26AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:27AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:27AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:28AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:28AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:28AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:29AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:29AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:30AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:30AM] Picked up gr.Item Coin, amount: 500	
[4/17/23 02:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:36AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:36AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:36AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:36AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:36AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:37AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:37AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:37AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:37AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:37AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:38AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:38AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:38AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:38AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:38AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:38AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:39AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:39AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:40AM] Picked up gr.Item Coin, amount: 1999622	
[4/17/23 02:40AM] Picked up gr.Item Lava bones, amount: 25	
[4/17/23 02:42AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:42AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:42AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:42AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:42AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:42AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:42AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:43AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:51AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:51AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 02:51AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:51AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:51AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:51AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:51AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:51AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:51AM] Picked up gr.Item Imperial body, amount: 1	
[4/17/23 02:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:51AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:52AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 02:52AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 02:52AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 02:52AM] Picked up gr.Item Lava bones, amount: 2	
