[4/18/23 03:31PM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/21/23 08:50AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 09:10AM] Player received drop: x1 Yasuda Gloves, id: 4085, amount: 1, from: Lord Yasuda	
[4/21/23 09:22AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 09:37AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 09:44AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 09:45AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 10:02AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 10:08AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 10:10AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 10:12AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 10:19AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 10:22AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 10:26AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/21/23 10:41AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 10:56AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 11:12AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 11:20AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 11:32AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 11:46AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 12:01PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/21/23 12:05PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/21/23 12:12PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/21/23 12:19PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/21/23 12:19PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/21/23 12:20PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/21/23 12:27PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 02:45PM] Player received drop: x1 Yasuda Head, id: 4075, amount: 1, from: Lord Yasuda	
[4/22/23 05:22AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 05:30AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 05:41AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 05:41AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 06:01AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 06:17AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 06:27AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 06:28AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 06:45AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 06:52AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 06:56AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 06:58AM] Player received drop: x1 Antique Boots, id: 8820, amount: 1, from: Avalon	
[4/22/23 06:58AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/22/23 07:01AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/22/23 07:05AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/22/23 07:08AM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/22/23 07:10AM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/22/23 07:10AM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/22/23 07:12AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/22/23 07:14AM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/22/23 07:20AM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/22/23 07:21AM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/22/23 07:25AM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/22/23 07:26AM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/22/23 07:27AM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/22/23 07:31AM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/22/23 08:01AM] Player received drop: x1 Obsidian Wings, id: 23068, amount: 1, from: Asmodeus	
[4/22/23 08:02AM] Player received drop: x1 Black platebody (h2), id: 19484, amount: 1, from: Asmodeus	
[4/22/23 08:06AM] Player received drop: x1 Malvek Legs, id: 19158, amount: 1, from: Malvek	
[4/22/23 08:09AM] Player received drop: x1 Adamant platebody (h2), id: 19485, amount: 1, from: Malvek	
[4/22/23 08:12AM] Player received drop: x1 Onyx Body, id: 20260, amount: 1, from: Onyx Griffin	
[4/22/23 08:48AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 08:48AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 09:19AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 11:27AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 12:43PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 01:13PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 04:30AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 04:33AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 04:38AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 08:01AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 08:23AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 08:30AM] Player received drop: x1 Black Goku Head, id: 14440, amount: 1, from: Black Goku	
[4/23/23 08:41AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 09:17AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 09:25AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 09:48AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 09:49AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 10:10AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 10:10AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 10:11AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 10:29AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 10:34AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 10:45AM] Player received drop: x1 Black Goku Legs, id: 14438, amount: 1, from: Black Goku	
[4/23/23 11:10AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 11:32AM] Player received drop: x1 Black Goku Body, id: 14446, amount: 1, from: Black Goku	
[4/23/23 11:34AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 11:46AM] Player received drop: x1 Sovereignty prayer scroll, id: 23169, amount: 1, from: Vote Boss	
[4/23/23 12:09PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 12:09PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:10PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 12:11PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 12:16PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 12:17PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 12:19PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 12:21PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:24PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 12:24PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/23/23 12:25PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 12:25PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 12:26PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 12:26PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/23/23 12:26PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 12:27PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/23/23 12:43PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 12:52PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/26/23 03:41AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 08:14AM] Player received drop: x1 Onyx Griffin Pet, id: 19486, amount: 1, from: Onyx Griffin	
[4/26/23 08:30AM] Player received drop: x1 Executive Legs, id: 4686, amount: 1, from: Gorvek	
[4/26/23 09:03AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 09:07AM] Player received drop: x1 $25 Bond, id: 23058, amount: 1, from: Nine Tails	
[4/26/23 09:18AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/26/23 09:23AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 09:25AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 09:41AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/26/23 10:01AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/26/23 10:11AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 10:17AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 10:21AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/26/23 10:23AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 10:25AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 10:55AM] Player received drop: x1 Onyx Body, id: 20260, amount: 1, from: Onyx Griffin	
[4/26/23 10:55AM] Player received drop: x1 Onyx Helm, id: 20427, amount: 1, from: Onyx Griffin	
[4/26/23 11:10AM] Player received drop: x2 1% DR & Double Drop Ticket, id: 21816, amount: 2, from: Vote Boss	
[4/26/23 11:14AM] Player received drop: x1 Nite Body, id: 17616, amount: 1, from: Dragonite	
[4/26/23 11:36AM] Player received drop: x1 Trinity prayer scroll, id: 23166, amount: 1, from: Final Boss Veigar	
[4/26/23 11:40AM] Player received drop: x1 Blood Vitur, id: 8136, amount: 1, from: Zeidan Grimm	
[4/26/23 12:09PM] Player received drop: x1 Onyx Body, id: 20260, amount: 1, from: Onyx Griffin	
[4/26/23 12:34PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 12:35PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 12:37PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/26/23 12:41PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 12:57PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/26/23 01:17PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 01:25PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/26/23 01:36PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/26/23 01:38PM] Player received drop: x1 Black Goku Legs, id: 14438, amount: 1, from: Black Goku	
[4/27/23 09:10AM] Player received drop: x2 1% DR & Double Drop Ticket, id: 21816, amount: 2, from: Vote Boss	
[4/27/23 09:21AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 09:22AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 09:22AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 09:23AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 09:24AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 09:25AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 09:27AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 09:28AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 09:28AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 09:30AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 09:31AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 09:32AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 09:34AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 09:35AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 09:36AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 09:36AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 09:37AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 09:38AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 09:38AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 09:40AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 09:41AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 09:43AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 09:45AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 09:53AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 09:55AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 09:57AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 09:58AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 09:59AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:01AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 10:02AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 10:02AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 10:02AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 10:10AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 10:10AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:25AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:31AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:35AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:36AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 10:36AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:38AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 10:40AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:40AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:40AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:40AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 10:42AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 10:42AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:43AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:45AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 10:48AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:48AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:49AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:50AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 10:50AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 10:53AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 10:54AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 10:54AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/27/23 10:55AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 10:56AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 11:01AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/27/23 11:02AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 11:02AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 11:02AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 11:25AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/27/23 11:47AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/27/23 11:54AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/27/23 11:55AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/27/23 12:00PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/27/23 12:11PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/27/23 12:12PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 12:23PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/27/23 12:32PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 12:35PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 12:36PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 12:37PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/27/23 12:37PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 12:40PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/27/23 12:40PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
