[4/22/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:08AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:08AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:08AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:13AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:13AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:13AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:13AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:14AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:14AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:14AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:14AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:15AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Scratch Max	
[4/22/23 04:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:18AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Scratch Max	
[4/22/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
