[4/22/23 04:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Krieg	
[4/22/23 05:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Krieg	
[4/22/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Krieg	
[4/22/23 05:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:05PM] Player picked up item: Coin, id: 995, amount: 2101003, owner: Krieg	
[4/22/23 05:05PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Krieg	
[4/22/23 05:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Krieg	
[4/22/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Krieg	
[4/22/23 05:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Krieg	
[4/22/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Krieg	
[4/22/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Krieg	
[4/22/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Krieg	
[4/22/23 05:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Krieg	
[4/22/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Krieg	
[4/22/23 05:17PM] Player picked up item: Coin, id: 995, amount: 800, owner: Krieg	
[4/22/23 05:18PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Krieg	
[4/22/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Krieg	
[4/22/23 05:18PM] Player picked up item: Coin, id: 995, amount: 800, owner: Krieg	
[4/22/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Krieg	
[4/22/23 05:19PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Krieg	
[4/22/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Krieg	
[4/22/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Krieg	
[4/22/23 05:20PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Krieg	
[4/22/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Krieg	
[4/22/23 05:22PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Krieg	
[4/22/23 05:22PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Krieg	
[4/22/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Krieg	
[4/22/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Krieg	
[4/22/23 05:23PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Krieg	
[4/22/23 05:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Krieg	
[4/22/23 05:24PM] Player picked up item: Coin, id: 995, amount: 800, owner: Krieg	
[4/22/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Krieg	
[4/22/23 05:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Krieg	
[4/22/23 05:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Krieg	
[4/22/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Krieg	
[4/22/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Krieg	
[4/22/23 05:25PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Krieg	
[4/22/23 05:27PM] Player picked up item: Coin, id: 995, amount: 800, owner: Krieg	
[4/22/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Krieg	
[4/22/23 05:27PM] Player picked up item: Coin, id: 995, amount: 400, owner: Krieg	
[4/22/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:31PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Krieg	
[4/22/23 05:33PM] Player picked up item: Coin, id: 995, amount: 2470672, owner: Krieg	
[4/22/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Krieg	
[4/22/23 05:34PM] Player picked up item: Coin, id: 995, amount: 2307319, owner: Krieg	
[4/22/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Krieg	
[4/22/23 05:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Krieg	
[4/22/23 05:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Krieg	
[4/22/23 05:36PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Krieg	
[4/22/23 05:46PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Krieg	
[4/22/23 05:46PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Krieg	
[4/22/23 06:05PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Krieg	
[4/22/23 06:16PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Krieg	
[4/22/23 06:20PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Krieg	
[4/22/23 06:21PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Krieg	
[4/22/23 06:25PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Krieg	
[4/22/23 06:29PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Krieg	
[4/22/23 06:34PM] Player picked up item: Coin, id: 995, amount: 1484987, owner: Krieg	
[4/22/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Krieg	
[4/22/23 06:35PM] Player picked up item: Coin, id: 995, amount: 4326828, owner: Krieg	
[4/22/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Krieg	
